,Datetime,Open,High,Low,Close,Adj Close,Volume
27,2023-03-27 03:00:00+00:00,27884.263671875,27927.306640625,27847.0,27907.154296875,27907.154296875,0
28,2023-03-27 04:00:00+00:00,27902.640625,27934.369140625,27880.490234375,27922.390625,27922.390625,105109504
29,2023-03-27 05:00:00+00:00,27922.6484375,27922.6484375,27694.70703125,27694.70703125,27694.70703125,171374592
30,2023-03-27 06:00:00+00:00,27713.25390625,27799.73046875,27693.44921875,27799.73046875,27799.73046875,198162432
31,2023-03-27 07:00:00+00:00,27797.998046875,27846.732421875,27775.22265625,27806.904296875,27806.904296875,181011456
32,2023-03-27 08:00:00+00:00,27811.154296875,27865.330078125,27786.919921875,27847.94140625,27847.94140625,0
33,2023-03-27 09:00:00+00:00,27850.599609375,27953.126953125,27830.818359375,27946.984375,27946.984375,20669440
34,2023-03-27 10:00:00+00:00,27939.84765625,27947.814453125,27882.619140625,27905.41015625,27905.41015625,63746048
35,2023-03-27 11:00:00+00:00,27923.15625,27979.064453125,27861.513671875,27901.74609375,27901.74609375,110043136
36,2023-03-27 12:00:00+00:00,27905.255859375,27922.92578125,27727.693359375,27741.666015625,27741.666015625,0
37,2023-03-27 13:00:00+00:00,27746.845703125,27836.068359375,27670.607421875,27696.42578125,27696.42578125,22554624
38,2023-03-27 14:00:00+00:00,27707.650390625,27731.5234375,27173.716796875,27173.716796875,27173.716796875,407141376
39,2023-03-27 15:00:00+00:00,26986.47265625,26986.47265625,26606.689453125,26918.95703125,26918.95703125,1874670592
40,2023-03-27 16:00:00+00:00,26909.134765625,27304.12109375,26889.6015625,27111.365234375,27111.365234375,915655680
41,2023-03-27 17:00:00+00:00,27116.9765625,27202.18359375,26951.69140625,26959.30078125,26959.30078125,263540736
42,2023-03-27 18:00:00+00:00,26959.26953125,27159.369140625,26959.26953125,27094.990234375,27094.990234375,213796864
43,2023-03-27 19:00:00+00:00,27095.126953125,27133.275390625,26969.734375,26969.734375,26969.734375,165457920
44,2023-03-27 20:00:00+00:00,26955.59375,27048.52734375,26931.8125,27039.443359375,27039.443359375,142600192
45,2023-03-27 21:00:00+00:00,27038.716796875,27170.974609375,27017.2578125,27170.974609375,27170.974609375,250189824
46,2023-03-27 22:00:00+00:00,27175.6328125,27225.681640625,27107.619140625,27115.328125,27115.328125,0
47,2023-03-27 23:00:00+00:00,27098.044921875,27170.830078125,27080.302734375,27138.21875,27138.21875,0
48,2023-03-28 00:00:00+00:00,27132.888671875,27159.796875,26960.087890625,26960.087890625,26960.087890625,71882752
49,2023-03-28 01:00:00+00:00,26952.43359375,27169.16796875,26844.7578125,27079.73828125,27079.73828125,240381952
50,2023-03-28 02:00:00+00:00,27079.84375,27081.78515625,26983.763671875,27038.728515625,27038.728515625,0
51,2023-03-28 03:00:00+00:00,27039.607421875,27040.65625,26931.857421875,26973.71875,26973.71875,78073856
52,2023-03-28 04:00:00+00:00,26970.43359375,26998.58203125,26900.482421875,26932.162109375,26932.162109375,0
53,2023-03-28 05:00:00+00:00,26954.462890625,26987.22265625,26894.818359375,26954.181640625,26954.181640625,0
54,2023-03-28 06:00:00+00:00,26957.224609375,27131.298828125,26957.224609375,27068.583984375,27068.583984375,123531264
55,2023-03-28 07:00:00+00:00,27074.513671875,27097.681640625,26948.072265625,26968.453125,26968.453125,16601088
56,2023-03-28 08:00:00+00:00,26960.05859375,27031.85546875,26941.70703125,27015.626953125,27015.626953125,51619840
57,2023-03-28 09:00:00+00:00,27017.166015625,27026.93359375,26858.140625,26883.146484375,26883.146484375,0
58,2023-03-28 10:00:00+00:00,26888.6796875,26912.02734375,26677.818359375,26735.91015625,26735.91015625,527040512
59,2023-03-28 11:00:00+00:00,26736.943359375,27142.109375,26736.541015625,27078.07421875,27078.07421875,793440256
60,2023-03-28 12:00:00+00:00,27067.7109375,27166.1328125,26882.876953125,26978.689453125,26978.689453125,277248000
61,2023-03-28 13:00:00+00:00,26982.958984375,27002.41796875,26855.814453125,26899.67578125,26899.67578125,0
62,2023-03-28 14:00:00+00:00,26867.5234375,27009.2421875,26855.234375,26945.421875,26945.421875,0
63,2023-03-28 15:00:00+00:00,26947.353515625,27067.291015625,26927.416015625,26985.0078125,26985.0078125,0
64,2023-03-28 16:00:00+00:00,26998.896484375,27008.8359375,26863.32421875,26883.25,26883.25,0
65,2023-03-28 17:00:00+00:00,26884.48828125,26915.89453125,26796.908203125,26869.84375,26869.84375,0
66,2023-03-28 18:00:00+00:00,26866.169921875,27363.580078125,26846.2734375,27345.021484375,27345.021484375,595001344
67,2023-03-28 19:00:00+00:00,27364.373046875,27460.470703125,27170.103515625,27410.419921875,27410.419921875,671648768
68,2023-03-28 20:00:00+00:00,27425.328125,27460.71875,27243.796875,27320.587890625,27320.587890625,112549888
69,2023-03-28 21:00:00+00:00,27322.533203125,27323.8984375,27143.22265625,27190.654296875,27190.654296875,0
70,2023-03-28 22:00:00+00:00,27189.271484375,27229.802734375,27175.82421875,27207.28125,27207.28125,0
71,2023-03-28 23:00:00+00:00,27215.001953125,27300.353515625,27215.001953125,27265.966796875,27265.966796875,16959488
72,2023-03-29 00:00:00+00:00,27267.03125,27332.3203125,27259.662109375,27289.26171875,27289.26171875,0
73,2023-03-29 01:00:00+00:00,27289.380859375,27460.51171875,27288.462890625,27333.658203125,27333.658203125,0
74,2023-03-29 02:00:00+00:00,27341.353515625,27419.064453125,27309.228515625,27412.86328125,27412.86328125,90122240
75,2023-03-29 03:00:00+00:00,27404.8828125,27414.830078125,27347.712890625,27380.162109375,27380.162109375,0
76,2023-03-29 04:00:00+00:00,27379.6171875,27586.193359375,27361.5078125,27566.66015625,27566.66015625,297326592
77,2023-03-29 05:00:00+00:00,27576.435546875,27648.794921875,27531.7734375,27546.388671875,27546.388671875,101554176
78,2023-03-29 06:00:00+00:00,27552.921875,28133.150390625,27514.189453125,28062.328125,28062.328125,1179895808
79,2023-03-29 07:00:00+00:00,28049.02734375,28153.572265625,27986.345703125,28082.791015625,28082.791015625,302686208
80,2023-03-29 08:00:00+00:00,28085.640625,28619.54296875,28051.33984375,28517.24609375,28517.24609375,1484341248
81,2023-03-29 09:00:00+00:00,28504.82421875,28558.16015625,28330.734375,28335.826171875,28335.826171875,487639040
82,2023-03-29 10:00:00+00:00,28323.775390625,28427.4609375,28278.3984375,28379.767578125,28379.767578125,0
83,2023-03-29 11:00:00+00:00,28380.1796875,28380.375,28278.326171875,28360.330078125,28360.330078125,0
84,2023-03-29 12:00:00+00:00,28356.123046875,28435.0390625,28262.41796875,28435.0390625,28435.0390625,0
85,2023-03-29 13:00:00+00:00,28455.462890625,28476.21484375,28343.751953125,28404.966796875,28404.966796875,232646656
86,2023-03-29 14:00:00+00:00,28403.763671875,28572.78515625,28282.330078125,28285.4765625,28285.4765625,40488960
87,2023-03-29 15:00:00+00:00,28291.001953125,28486.166015625,28280.646484375,28459.37109375,28459.37109375,161536000
88,2023-03-29 16:00:00+00:00,28450.759765625,28450.759765625,28165.181640625,28165.181640625,28165.181640625,204185600
89,2023-03-29 17:00:00+00:00,28155.828125,28327.20703125,28155.828125,28255.26953125,28255.26953125,89372672
90,2023-03-29 18:00:00+00:00,28253.20703125,28340.986328125,28209.529296875,28330.283203125,28330.283203125,0
91,2023-03-29 19:00:00+00:00,28330.048828125,28443.712890625,28321.79296875,28432.595703125,28432.595703125,0
92,2023-03-29 20:00:00+00:00,28422.25390625,28461.013671875,28365.203125,28379.8828125,28379.8828125,0
93,2023-03-29 21:00:00+00:00,28391.048828125,28485.505859375,28342.658203125,28352.13671875,28352.13671875,9009152
94,2023-03-29 22:00:00+00:00,28313.05078125,28413.126953125,28241.5234375,28398.783203125,28398.783203125,323092480
95,2023-03-29 23:00:00+00:00,28392.94140625,28443.625,28331.9921875,28352.009765625,28352.009765625,0
96,2023-03-30 00:00:00+00:00,28350.140625,28450.62890625,28273.263671875,28324.609375,28324.609375,113332224
97,2023-03-30 01:00:00+00:00,28328.564453125,28371.638671875,28260.171875,28365.658203125,28365.658203125,0
98,2023-03-30 02:00:00+00:00,28355.80859375,29159.90234375,28355.517578125,28989.052734375,28989.052734375,1927727104
99,2023-03-30 03:00:00+00:00,28967.892578125,28986.2734375,28293.935546875,28504.529296875,28504.529296875,1513730048
100,2023-03-30 04:00:00+00:00,28485.12890625,28689.6328125,28467.34375,28623.1796875,28623.1796875,124536832
101,2023-03-30 05:00:00+00:00,28596.853515625,28623.359375,28497.423828125,28623.359375,28623.359375,0
102,2023-03-30 06:00:00+00:00,28623.220703125,28655.505859375,28567.474609375,28620.17578125,28620.17578125,0
103,2023-03-30 07:00:00+00:00,28619.4140625,28748.771484375,28588.515625,28716.41796875,28716.41796875,0
104,2023-03-30 08:00:00+00:00,28723.083984375,28745.58203125,28577.322265625,28577.322265625,28577.322265625,0
105,2023-03-30 09:00:00+00:00,28565.765625,28598.6796875,28509.8203125,28589.291015625,28589.291015625,0
106,2023-03-30 10:00:00+00:00,28585.830078125,28618.193359375,28523.869140625,28606.07421875,28606.07421875,0
107,2023-03-30 11:00:00+00:00,28602.697265625,28683.48046875,28589.419921875,28675.939453125,28675.939453125,0
108,2023-03-30 12:00:00+00:00,28669.576171875,28683.53125,28584.705078125,28637.490234375,28637.490234375,0
109,2023-03-30 13:00:00+00:00,28646.87109375,28646.87109375,28472.4921875,28509.005859375,28509.005859375,0
110,2023-03-30 14:00:00+00:00,28509.64453125,28534.330078125,28296.51171875,28443.47265625,28443.47265625,70797312
111,2023-03-30 15:00:00+00:00,28424.462890625,28463.345703125,28206.48046875,28281.689453125,28281.689453125,225003520
112,2023-03-30 16:00:00+00:00,28298.52734375,28298.52734375,28110.23046875,28248.521484375,28248.521484375,280369152
113,2023-03-30 17:00:00+00:00,28246.87890625,28267.224609375,27756.0390625,27832.716796875,27832.716796875,424759296
114,2023-03-30 18:00:00+00:00,27834.51953125,27920.22265625,27720.16015625,27903.8828125,27903.8828125,341997568
115,2023-03-30 19:00:00+00:00,27897.86328125,28043.8203125,27892.00390625,27995.51953125,27995.51953125,131624960
116,2023-03-30 20:00:00+00:00,27968.359375,28164.73046875,27911.3828125,28134.119140625,28134.119140625,188526592
117,2023-03-30 21:00:00+00:00,28143.326171875,28174.384765625,28023.875,28102.869140625,28102.869140625,0
118,2023-03-30 22:00:00+00:00,28085.689453125,28132.091796875,27823.025390625,27909.8046875,27909.8046875,0
119,2023-03-30 23:00:00+00:00,27908.734375,28040.224609375,27852.86328125,28027.111328125,28027.111328125,82505728
